,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
82213,347492,0062.01887,2713,1,E,Métaux et déchets de métaux (transit),2016-09-29,2012-12-18,,En fonctionnement,2713,1,A,115000.000,m2
82220,347529,0059.01151,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2011-12-23,2015-11-24,2011-12-23,En fonctionnement,2560,B-2,D,720.000,kW
82223,347534,0571.00036,2221,1,E,Supérieure à 4t/j,2018-01-11,,2018-01-11,En fonctionnement,2221,B-1,E,10.500,t/j
82225,347537,0555.00331,2101,1-c,D,"Bovins (élevage, vente, transit,  etc)",2017-05-04,,2017-05-04,En fonctionnement,2101,1-c,D,120.000,u
82226,347557,0059.02574,2910,A-2,D,Combustion,2004-07-28,,2004-07-28,En fonctionnement,2910,A-2,D,2.200,MW
82231,347571,0057.01054,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2013-07-08,2008-12-11,2013-07-18,En fonctionnement,2560,2,D,488.000,kW
82233,347587,0057.02756,2910,A-2,D,Combustion,1999-03-15,1999-03-15,,En fonctionnement,2910,A-2,D,5.200,MW
82239,347604,0067.00423,3642,1,A,Production d'aliments à partir de matières premières animales,2016-04-25,2007-03-29,2016-04-25,En fonctionnement,2230,1,A,330000.000,L/j
82248,347633,0522.04522,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2020-12-11,,,En fonctionnement,2102,1,E,3441.000,animaux-équivalents
82263,347682,0055.02262,47xx,,NC,,,2005-06-06,2016-10-21,En fonctionnement,47xx,,NC,,
82271,347709,0062.00040,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2012-07-16,,,En fonctionnement,2260,2-b,D,292.750,kW
82290,347838,0057.02369,2940,3-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2001-06-22,2001-06-22,,En fonctionnement,2940,3-a,A,354.000,kg/j
82292,347846,0535.04131,2101,2-b,E,"Bovins (élevage, vente, transit,  etc)",2021-02-05,,2016-04-20,En fonctionnement,2101,2-b,E,235.000,u
82293,347849,0055.20451,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2017-04-19,2017-04-19,,En fonctionnement,3660,a,A,70000.000,u
82315,347953,0030.13609,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2018-11-22,2018-10-17,2018-11-22,En fonctionnement,2925,#,D,82.000,kW
82333,348017,0055.03676,2910,,NC,Installation de combustion,2004-07-21,2004-07-21,2004-07-21,En fonctionnement,2910,,NC,1.000,MW
82339,348030,0055.03414,2792,1-b,D,"Déchets PCB/PCT (transit, tri, regroupement)",2011-04-12,1994-10-28,2011-04-12,En fonctionnement,2792,1-b,D,120.000,t
82340,348032,0535.01279,2101,1-b,E,"Bovins (élevage, vente, transit,  etc)",2020-06-16,,2007-04-10,En fonctionnement,2101,1-b,E,600.000,u
82344,348045,0055.20398,2940,3-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2016-03-10,,,En fonctionnement,2940,3-b,D,42.000,kg/j
82345,348047,0055.18346,2760,3,E,Installation de stockage de déchets inertes,2020-12-07,,2020-12-07,En fonctionnement,2760,3,E,300000.000,
82346,348049,0055.18346,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2020-12-07,2020-12-07,2020-12-07,En fonctionnement,2517,1,E,19000.000,m2
82347,348052,0055.18346,3540,1,A,Installation de stockage de déchets de plus de 25 000 t de capacité,2020-12-07,2020-12-07,2020-12-07,En fonctionnement,3540,1,A,63000.000,t
82358,348076,0067.00694,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2017-06-14,1998-02-05,2017-06-14,En fonctionnement,2940,2-a,A,550.000,kg/j
82361,348100,0057.03025,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2009-07-09,2009-07-09,2009-07-09,En fonctionnement,2940,2-b,D,26.100,kg/j
82362,348106,0057.02369,2663,,NC,Stockage de pneumatiques,2001-06-22,2001-06-22,,En fonctionnement,2663,#,NC,20.000,m3
82363,348107,0057.01289,1510,,NC,Entrepôts couverts,2019-05-27,2019-05-27,,En fonctionnement,1510,#,NC,4000.000,m3
82364,348108,0062.00725,1510,,NC,Entrepôts couverts,2006-04-21,,2006-04-21,En fonctionnement,1510,#,NC,0.000,m3
82368,348118,0030.13654,1510,2-a,A,Entrepot autorisé,2020-04-20,,2020-04-20,En fonctionnement,1510,1,A,501737.000,m3
82373,348138,0062.02417,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2010-12-02,,,En fonctionnement,1530,3,D,1141.000,m3
82392,348202,0055.20398,2565,2-a,E,Traitement de surface,2016-03-10,,,En fonctionnement,2565,2-a,E,4200.000,l
82393,348203,0055.01506,2565,2-a,E,Traitement de surface,2017-01-23,1992-09-25,1992-09-25,En fonctionnement,2565,2-a,E,8900.000,l
82408,348268,0057.01054,2551,1,A,Fonderie (fabrication produits moulés) métaux et alliages ferreux,2013-07-08,2008-12-11,2013-07-18,En fonctionnement,2551,1,A,90.000,t/j
82409,348269,0057.01054,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2013-07-08,2008-12-11,2013-07-18,En fonctionnement,2940,2-a,A,402.000,kg/j
82417,348363,0062.00202,1532,2-b,D,Stockage bois déclaré,2014-10-07,,,En fonctionnement,1532,3,D,20000.000,m3
82428,348407,0571.00036,2355,#,D,Dépôts de peaux,2018-01-11,,2018-01-11,En fonctionnement,2355,#,D,16.000,t
82452,348489,0062.02417,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2010-12-02,,,En fonctionnement,2714,1,A,19000.000,m3
82453,348494,0062.00202,2713,2,D,Métaux et déchets de métaux (transit),2014-10-07,,,En fonctionnement,2713,2,D,990.000,m2
82455,348504,0062.00202,2715,#,D,"Transit, regroupement ou tri de déchets non dangereux de verre",2014-10-07,,,En fonctionnement,2715,#,D,3000.000,m3
82470,348580,0062.00040,2160,2-a,A,Silos autres que plats autorisés,2012-07-16,1999-06-16,,En fonctionnement,2160,1,A,142920.000,m3
82471,348598,0067.00423,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2016-04-25,2016-04-25,2016-04-25,En fonctionnement,2220,A,A,215.000,
82492,348708,0067.04230,2713,1,E,Métaux et déchets de métaux (transit),2014-10-21,1986-12-24,2014-10-21,En fonctionnement,2713,1,A,1410.000,m2
82498,348756,0055.18328,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2019-01-04,,,En fonctionnement,3660,b,A,4807.000,u
82499,348759,0067.01701,47xx,,NC,,,1999-12-02,2006-03-21,En fonctionnement,47xx,,NC,,
82510,348833,0055.02802,2510,1,A,Carrières (exploitation de),2012-08-07,1999-06-01,2012-08-07,En fonctionnement,2510,1,A,150000.000,t/an
82525,348872,0055.21487,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-05-21,,2013-05-21,En fonctionnement,3660,a,A,70500.000,u
82529,348876,0055.15952,2220,2-b,D,"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j",2007-03-30,1814-11-23,1814-12-08,En fonctionnement,2220,2,D,3.600,t/j
82532,348883,0055.15952,2221,2,D,"Supérieure à 500 kg/j, mais inférieure ou égale à 4 t/j",2007-03-30,1814-11-23,1814-12-08,En fonctionnement,2221,2,D,1.800,t/j
82536,348892,0057.03025,1180,1,D,"POLYCHLOROBIPHENYLES, ...TERPHENYLES",2009-07-09,2009-07-09,2009-07-09,En fonctionnement,1180,1,D,729.500,L
82552,348926,0062.06611,47xx,,NC,,,2016-01-12,,En fonctionnement,47xx,,NC,,
82564,348965,0057.02756,1131,#,NC,Toxiques (emploi ou stockage),1999-03-15,1999-03-15,,En fonctionnement,1155,#,NC,5.000,t
82589,349061,0059.04103,2510,1,A,Carrières (exploitation de),2010-12-16,2010-12-16,2010-12-16,En fonctionnement,2510,1,A,250000.000,
82590,349066,0525.01135,1185,2-a,D,Quantité susceptible d'être présente,2013-06-06,,2013-06-06,En fonctionnement,1185,2-a,D,503.000,kg
82597,349132,0057.02846,2714,2,D,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2013-07-05,2013-07-05,,En fonctionnement,2714,2,D,501.500,m3
82598,349133,0057.01054,2564,,NC,"Nettoyage, dégraissage, décapage de surfaces utilisant des liquides organohalogénés ou des solvants organiques",2013-07-08,2008-12-11,2013-07-18,En fonctionnement,2564,#,NC,80.000,L
82599,349135,0057.02846,2716,1,E,déchets non dangereux non inertes (transit),2013-07-05,2013-07-05,,En fonctionnement,2716,1,A,1000.000,m3
82601,349159,0057.01054,1432,2-b,D,Liquides inflammables (stockage),2013-07-08,2008-12-11,2013-07-18,En fonctionnement,1432,2-b,D,14.000,m3
82637,349366,0055.18328,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2019-01-04,,,En fonctionnement,2102,1,A,7466.000,
82642,349390,0556.02158,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2007-11-23,,,En fonctionnement,2102,1,A,992.000,u éq.
82644,349405,0066.02099,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2011-09-23,,2011-09-23,En fonctionnement,2712,#,A,10100.000,m2
82669,349484,0535.02683,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-01-09,,2014-01-09,En fonctionnement,2102,2-a,E,579.600,u éq.
82691,349517,0529.00925,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,2592.000,u éq.
82713,349573,0054.01066,1418,#,NC,Acétylène (stockage ou emploi),2010-02-18,2010-02-18,,En fonctionnement,1418,#,NC,7.000,kg
82741,349691,0066.00235,47xx,,NC,,,1994-04-14,2016-05-17,En fonctionnement,47xx,,NC,,
82744,349698,0522.02218,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2004-03-19,,,En fonctionnement,2111,1,A,66000.000,u éq.
82745,349702,0522.16097,3660,a,A,avec plus de 40 000 emplacements pour les volailles,1993-07-15,,,En fonctionnement,2111,1,A,60000.000,u éq.
82753,349720,0535.02809,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2006-01-19,,,En fonctionnement,2111,1,A,60000.000,u éq.
82761,349736,0556.01573,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2004-04-06,,,En fonctionnement,2111,1,A,84000.000,u éq.
82798,349795,0054.01066,2570,2,D,Email,2010-02-18,2010-02-18,1998-06-12,En fonctionnement,2570,2,D,800.000,kg/j
82816,349882,0556.01258,2111,2,D,Elevages de volailles plus de 5000 animaux-équivalents,1999-07-23,,,En fonctionnement,2111,2,D,25440.000,u éq.
82820,349898,0066.00893,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-10-21,,2016-10-21,En fonctionnement,2515,1-c,D,199.000,kW
82824,349926,0054.01066,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2010-02-18,2010-02-18,1998-06-12,En fonctionnement,2925,#,D,18.000,kW
82848,350071,0054.01066,1412,#,NC,Gaz inflammables liquéfiés (stockage),2010-02-18,2010-02-18,,En fonctionnement,1412,#,NC,520.000,kg
82850,350101,0055.01236,2910,A-2,D,Combustion,2005-12-06,1999-01-07,2005-12-06,En fonctionnement,2910,A-2,D,4.100,MW
82854,350109,0055.01236,2662,b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(STOCKAGE DE)",2005-12-06,1999-01-07,2005-12-06,En fonctionnement,2662,1-b,D,455.000,m3
82855,350110,0055.01236,2662,b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(STOCKAGE DE)",2005-12-06,1999-01-07,2005-12-06,En fonctionnement,2662,2-b,D,90.000,m3
82856,350111,0055.01236,1136,B-c,D,AMMONIAC (EMPLOI OU STOCKAGE),2005-12-06,1997-01-09,2005-12-06,En fonctionnement,1136,B-c,D,0.980,t
82857,350112,0055.01236,1136,B-c,D,AMMONIAC (EMPLOI OU STOCKAGE),2005-12-06,1997-01-09,2005-12-06,En fonctionnement,1136,B-c,D,0.480,t
82860,350133,0055.01236,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2005-12-06,1997-01-09,2005-12-06,En fonctionnement,2220,1,A,182.000,t/j
82865,350161,0054.01066,2564,,NC,"Nettoyage, dégraissage, décapage de surfaces utilisant des liquides organohalogénés ou des solvants organiques",2010-02-18,2010-02-18,,En fonctionnement,2564,#,NC,60.000,L
82878,350197,0055.09544,47xx,,NC,,,1992-02-20,,En fonctionnement,47xx,,NC,,
82890,350261,0068.02907,2510,1,A,Carrières (exploitation de),1814-11-23,2011-08-31,2011-08-31,En fonctionnement,2510,1,A,60000.000,t/an
82901,350286,0066.00028,2510,1,A,Carrières (exploitation de),1988-05-27,1990-08-31,1988-05-27,En fonctionnement,2510,1,A,15000.000,t/an
82907,350304,0054.01066,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2010-02-18,2010-02-18,,En fonctionnement,1611,#,NC,10000.000,kg
82913,350316,0066.00893,2575,,D,Emploi de matières abrasives,2016-10-21,2007-10-12,2016-10-21,En fonctionnement,2575,#,D,33.000,kW
82917,350338,0054.01219,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,2015-04-13,2007-11-14,2007-11-14,En fonctionnement,2930,#,NC,1100.000,m2
82920,350344,0054.26096,2980,1,A,Eoliennes de + de 50 m,2016-12-23,2016-12-23,2016-12-23,En fonctionnement,2980,1,A,12.000,MW
82934,350467,0066.02099,2713,2,D,Métaux et déchets de métaux (transit),2011-09-23,,2011-09-23,En fonctionnement,2713,2,D,300.000,m2
82935,350479,0054.01066,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2010-02-18,2010-02-18,,En fonctionnement,1630,#,NC,13600.000,kg
82937,350488,0054.01219,2516,,NC,Station de transit de produits minéraux pulvérulents,2015-04-13,2007-11-14,2007-11-14,En fonctionnement,2516,#,NC,150.000,m3
82942,350505,0522.06241,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-02-12,,,En fonctionnement,2102,2-a,E,1874.000,u éq.
82945,350528,0054.01219,2521,2-a,E,Centrale d'enrobage à froid de plus de 1500 t/j,2015-04-13,2007-11-14,2007-11-14,En fonctionnement,2521,2-a,A,1600.000,t/j
82982,350773,0522.00841,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,3027.000,u éq.
83009,350868,0066.00893,1510,2-b,E,Entrepot enregistré,2016-10-21,1999-11-02,2016-10-21,En fonctionnement,1510,2,E,150000.000,m3
83021,350939,0066.00893,1532,2-b,D,Stockage bois déclaré,2016-10-21,,2016-10-21,En fonctionnement,1532,3,D,9000.000,m3
83030,350977,0522.05521,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-08-12,,,En fonctionnement,2102,2-a,E,945.000,u éq.
83051,351081,0529.01357,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1020.000,u éq.
83055,351089,0529.03913,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2004-10-27,,,En fonctionnement,1220,3,D,6.840,t
83059,351095,0529.03913,2130,1,A,Piscicultures,2004-10-27,,,En fonctionnement,2130,1,A,125.000,t/an
83067,351123,0529.02202,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1038.000,u éq.
83068,351129,0529.02220,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-05-22,,,En fonctionnement,2102,2-a,E,1345.000,u éq.
83072,351134,0055.01236,2221,1,E,Supérieure à 4t/j,2005-12-06,1997-01-09,2005-12-06,En fonctionnement,2221,1,A,18.000,t/j
83076,351148,0556.03788,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-21,,,En fonctionnement,3660,a,A,80000.000,u
83091,351207,0068.04013,47xx,,NC,,,2001-11-22,2015-11-26,En fonctionnement,47xx,,NC,,
83096,351214,0068.04013,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2015-11-26,2001-11-22,2015-11-26,En fonctionnement,2515,1-b,E,210.000,kW
83101,351237,0054.01066,2560,1,E,Supérieure à 1 000 kW,2010-02-18,2010-02-18,2010-02-18,En fonctionnement,2560,1,A,1250.000,kW
83102,351241,0068.04077,2910,A-2,D,Combustion,2007-05-25,,2007-05-25,En fonctionnement,2910,A-2,D,3.500,MW
83114,351275,0068.02385,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-10-14,2014-10-14,2014-10-14,En fonctionnement,2515,1-a,A,1200.000,kW
83120,351292,0068.04077,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2007-05-25,,2007-05-25,En fonctionnement,2921,b,D,1221.000,kW
83122,351303,0068.02385,2160,,NC,"Silos et stockage de céréales, grains…",2014-10-14,2014-10-14,2014-10-14,En fonctionnement,2160,,NC,4320.000,
83124,351309,0068.02385,2575,,D,Emploi de matières abrasives,2014-10-14,2014-10-14,2014-10-14,En fonctionnement,2575,#,D,15.000,kW
83126,351318,0068.02385,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,2014-10-14,2014-10-14,2014-10-14,En fonctionnement,2930,#,NC,300.000,
83140,351399,0068.04077,2221,1,E,Supérieure à 4t/j,2007-05-25,,,En fonctionnement,2221,B-1,E,10.000,t/j
83153,351534,0522.03884,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2014-07-24,,,En fonctionnement,2102,2-a,E,1828.000,u éq.
83217,351922,0100.13331,2510,1,A,Carrières (exploitation de),2017-07-05,,2011-05-11,En fonctionnement,2510,1,A,30000.000,
83224,351957,0070.00762,1131,1-c,D,Toxiques (emploi ou stockage),1814-11-23,2007-03-22,,En fonctionnement,1131,1-c,D,5.000,t
83245,352004,0100.09453,47xx,,NC,,,2019-03-05,2019-03-05,En fonctionnement,47xx,,NC,,
83280,352117,0051.03977,47xx,,NC,,,,2017-12-21,En fonctionnement,47xx,,NC,,
83281,352121,0051.03977,47xx,,NC,,,,2017-12-21,En fonctionnement,47xx,,NC,,
83290,352164,0070.00762,2660,a,A,Supérieure à 10 t/j,1814-11-23,1814-11-23,,En fonctionnement,2660,1,A,150.000,t/j
83293,352171,0070.00771,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2018-12-07,2018-12-07,,En fonctionnement,4331,2,E,535.000,t
83347,352385,0059.02060,2662,1,E,Stockage de polymères enregistré,2012-06-29,,,En fonctionnement,2662,2,E,15700.000,m3
83348,352399,0059.02060,1412,#,NC,Gaz inflammables liquéfiés (stockage),2012-06-29,2012-06-29,,En fonctionnement,1412,#,NC,0.000,
83426,352707,0100.01613,2910,A-1,E,Combustion,1814-11-23,2005-06-23,,En fonctionnement,2910,A-1,A,83.000,MW
83441,352780,0100.01019,2260,1-a,E,Supérieure à 500 kW,2015-12-30,,,En fonctionnement,2260,2-a,A,3932.000,kW
83458,352848,0100.01118,2661,1-b,E,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2020-10-19,2007-02-27,,En fonctionnement,2661,1-b,E,29.700,t/j
83468,352868,0100.01118,1185,2-a,D,Quantité susceptible d'être présente,2020-10-19,,,En fonctionnement,1185,2-a,D,2022.000,kg
83471,352881,0100.01118,4130,1,NC,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-10-19,,,En fonctionnement,4130,1,NC,3.100,t
83472,352883,0100.01118,4150,,NC,Toxicité spécifique pour certains organes cibles,2020-10-19,,,En fonctionnement,4150,,NC,0.050,t
83475,352887,0559.00472,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",1997-09-10,,,En fonctionnement,2101,2-c,D,140.000,u
83477,352891,0100.01118,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2020-10-19,,,En fonctionnement,4321,,NC,0.300,t
83478,352892,0100.01118,4330,,NC,Liquides inflammables de catégorie 1,2020-10-19,,,En fonctionnement,4330,,NC,0.700,t
83534,353081,0100.01118,1510,2-b,E,Entrepot enregistré,2020-10-19,2007-02-27,2004-04-09,En fonctionnement,1510,2,E,61050.000,m3
83543,353107,0100.01118,2160,2,NC,Silos autres que plats,2020-10-19,,,En fonctionnement,2160,2,NC,100.000,m3
83550,353172,0537.00782,2910,A-2,D,Combustion,2012-04-26,,2012-04-26,En fonctionnement,2910,C-3,D,581.000,
83551,353175,0537.00782,1411,1-c,D,Gazomètres et réservoirs de gaz comprimés inflammables,2012-04-26,,2012-04-26,En fonctionnement,1411,3,D,2.400,t
83559,353286,0559.00995,2101,1-c,D,"Bovins (élevage, vente, transit,  etc)",2012-08-27,,,En fonctionnement,2101,1-c,D,120.000,u
83627,353592,0100.01613,1432,2-b,D,Liquides inflammables (stockage),1814-11-23,2005-06-23,,En fonctionnement,1432,2-b,D,98.000,m3
83628,353606,0537.00421,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2009-07-21,,2009-07-21,En fonctionnement,2102,2-a,E,916.000,u éq.
83634,353684,0580.00694,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2013-02-25,,,En fonctionnement,2101,2-d,D,100.000,u
83635,353685,0580.00694,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2013-02-25,,,En fonctionnement,1530,2,D,1600.000,m3
83669,353841,0073.00066,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2019-01-08,,,En fonctionnement,2712,1,E,3545.000,m2
83696,353930,0070.00762,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",1814-11-23,1814-11-23,,En fonctionnement,2560,2,D,91.000,kW
83712,354005,0400.00116,1434,1-a,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2005-08-11,,2005-08-11,En fonctionnement,1434,1-a,A,60.000,m3/h
